,valor,porcentaje,fecha,cod_comunidad,nombre_comunidad,anio,mes,dia
433,2134019.425,1,2019-02-01,15,Comunitat Valenciana,2019,2,1
434,2164887.68,1,2019-03-01,15,Comunitat Valenciana,2019,3,1
435,2082313.392,1,2019-04-01,15,Comunitat Valenciana,2019,4,1
436,2123696.885,1,2019-05-01,15,Comunitat Valenciana,2019,5,1
437,2173952.957,1,2019-06-01,15,Comunitat Valenciana,2019,6,1
438,2732096.081,1,2019-07-01,15,Comunitat Valenciana,2019,7,1
439,2443273.028,1,2019-08-01,15,Comunitat Valenciana,2019,8,1
440,2226532.905,1,2019-09-01,15,Comunitat Valenciana,2019,9,1
441,2186210.866,1,2019-10-01,15,Comunitat Valenciana,2019,10,1
442,2209449.199,1,2019-11-01,15,Comunitat Valenciana,2019,11,1
443,2222962.963,1,2019-12-01,15,Comunitat Valenciana,2019,12,1
444,2508069.037,1,2020-01-01,15,Comunitat Valenciana,2020,1,1
445,2121198.841,1,2020-02-01,15,Comunitat Valenciana,2020,2,1
446,2101279.181,1,2020-03-01,15,Comunitat Valenciana,2020,3,1
447,1658367.752,1,2020-04-01,15,Comunitat Valenciana,2020,4,1
448,1827469.331,1,2020-05-01,15,Comunitat Valenciana,2020,5,1
449,1973106.075,1,2020-06-01,15,Comunitat Valenciana,2020,6,1
450,2517075.658,1,2020-07-01,15,Comunitat Valenciana,2020,7,1
451,2431482.847,1,2020-08-01,15,Comunitat Valenciana,2020,8,1
452,2160161.801,1,2020-09-01,15,Comunitat Valenciana,2020,9,1
453,2092023.643,1,2020-10-01,15,Comunitat Valenciana,2020,10,1
454,2119833.626,1,2020-11-01,15,Comunitat Valenciana,2020,11,1
455,2351728.827,1,2020-12-01,15,Comunitat Valenciana,2020,12,1
456,2541784.95,1,2021-01-01,15,Comunitat Valenciana,2021,1,1
457,2020604.117,1,2021-02-01,15,Comunitat Valenciana,2021,2,1
458,2252014.427,1,2021-03-01,15,Comunitat Valenciana,2021,3,1
459,2051278.824,1,2021-04-01,15,Comunitat Valenciana,2021,4,1
460,2055062.999,1,2021-05-01,15,Comunitat Valenciana,2021,5,1
461,2166490.181,1,2021-06-01,15,Comunitat Valenciana,2021,6,1
462,2560090.745,1,2021-07-01,15,Comunitat Valenciana,2021,7,1
463,2405188.279,1,2021-08-01,15,Comunitat Valenciana,2021,8,1
464,2264075.528,1,2021-09-01,15,Comunitat Valenciana,2021,9,1
465,2082354.219,1,2021-10-01,15,Comunitat Valenciana,2021,10,1
466,2207275.169,1,2021-11-01,15,Comunitat Valenciana,2021,11,1
467,2263430.835,1,2021-12-01,15,Comunitat Valenciana,2021,12,1
468,457953.307,1,2019-01-01,16,Extremadura,2019,1,1
469,394740.895,1,2019-02-01,16,Extremadura,2019,2,1
470,388246.938,1,2019-03-01,16,Extremadura,2019,3,1
471,392573.28,1,2019-04-01,16,Extremadura,2019,4,1
472,371863.619,1,2019-05-01,16,Extremadura,2019,5,1
473,390596.367,1,2019-06-01,16,Extremadura,2019,6,1
474,431889.831,1,2019-07-01,16,Extremadura,2019,7,1
475,482287.397,1,2019-08-01,16,Extremadura,2019,8,1
476,429437.981,1,2019-09-01,16,Extremadura,2019,9,1
477,394986.126,1,2019-10-01,16,Extremadura,2019,10,1
478,414780.995,1,2019-11-01,16,Extremadura,2019,11,1
479,416962.301,1,2019-12-01,16,Extremadura,2019,12,1
480,458471.77,1,2020-01-01,16,Extremadura,2020,1,1
481,389007.747,1,2020-02-01,16,Extremadura,2020,2,1
482,394485.672,1,2020-03-01,16,Extremadura,2020,3,1
483,337487.516,1,2020-04-01,16,Extremadura,2020,4,1
484,347169.665,1,2020-05-01,16,Extremadura,2020,5,1
485,385510.529,1,2020-06-01,16,Extremadura,2020,6,1
486,497827.803,1,2020-07-01,16,Extremadura,2020,7,1
487,489402.967,1,2020-08-01,16,Extremadura,2020,8,1
488,422010.656,1,2020-09-01,16,Extremadura,2020,9,1
489,396197.376,1,2020-10-01,16,Extremadura,2020,10,1
490,405048.58,1,2020-11-01,16,Extremadura,2020,11,1
491,428972.183,1,2020-12-01,16,Extremadura,2020,12,1
492,487003.673,1,2021-01-01,16,Extremadura,2021,1,1
493,395298.669,1,2021-02-01,16,Extremadura,2021,2,1
494,425492.436,1,2021-03-01,16,Extremadura,2021,3,1
495,376617.189,1,2021-04-01,16,Extremadura,2021,4,1
496,383981.298,1,2021-05-01,16,Extremadura,2021,5,1
497,405586.42,1,2021-06-01,16,Extremadura,2021,6,1
498,423714.488,1,2021-07-01,16,Extremadura,2021,7,1
499,509621.441,1,2021-08-01,16,Extremadura,2021,8,1
500,414550.084,1,2021-09-01,16,Extremadura,2021,9,1
501,382150.628,1,2021-10-01,16,Extremadura,2021,10,1
502,421384.241,1,2021-11-01,16,Extremadura,2021,11,1
503,429876.923,1,2021-12-01,16,Extremadura,2021,12,1
504,1831829.718,1,2019-01-01,17,Galicia,2019,1,1
505,1563729.72,1,2019-02-01,17,Galicia,2019,2,1
506,1570501.303,1,2019-03-01,17,Galicia,2019,3,1
507,1498887.102,1,2019-04-01,17,Galicia,2019,4,1
508,1455568.887,1,2019-05-01,17,Galicia,2019,5,1
509,1403979.936,1,2019-06-01,17,Galicia,2019,6,1
510,1459713.949,1,2019-07-01,17,Galicia,2019,7,1
511,1458252.716,1,2019-08-01,17,Galicia,2019,8,1
512,1437838.622,1,2019-09-01,17,Galicia,2019,9,1
513,1518709.899,1,2019-10-01,17,Galicia,2019,10,1
514,1611162.935,1,2019-11-01,17,Galicia,2019,11,1
515,1639128.236,1,2019-12-01,17,Galicia,2019,12,1
516,1697792.905,1,2020-01-01,17,Galicia,2020,1,1
517,1475967.306,1,2020-02-01,17,Galicia,2020,2,1
518,1493138.351,1,2020-03-01,17,Galicia,2020,3,1
519,1268982.914,1,2020-04-01,17,Galicia,2020,4,1
520,1327958.665,1,2020-05-01,17,Galicia,2020,5,1
521,1438593.814,1,2020-06-01,17,Galicia,2020,6,1
522,1380397.914,1,2020-07-01,17,Galicia,2020,7,1
523,1390800.24,1,2020-08-01,17,Galicia,2020,8,1
524,1375753.284,1,2020-09-01,17,Galicia,2020,9,1
525,1471636.389,1,2020-10-01,17,Galicia,2020,10,1
526,1491474.968,1,2020-11-01,17,Galicia,2020,11,1
527,1600592.994,1,2020-12-01,17,Galicia,2020,12,1
528,1694495.593,1,2021-01-01,17,Galicia,2021,1,1
529,1484968.544,1,2021-02-01,17,Galicia,2021,2,1
530,1564011.296,1,2021-03-01,17,Galicia,2021,3,1
531,1426069.727,1,2021-04-01,17,Galicia,2021,4,1
532,1454054.616,1,2021-05-01,17,Galicia,2021,5,1
533,1365134.11,1,2021-06-01,17,Galicia,2021,6,1
534,1369843.94,1,2021-07-01,17,Galicia,2021,7,1
535,1377124.299,1,2021-08-01,17,Galicia,2021,8,1
536,1381155.204,1,2021-09-01,17,Galicia,2021,9,1
537,1418232.566,1,2021-10-01,17,Galicia,2021,10,1
538,1493168.54,1,2021-11-01,17,Galicia,2021,11,1
539,1521980.401,1,2021-12-01,17,Galicia,2021,12,1
540,477795.703,1,2019-01-01,8743,Illes Balears,2019,1,1
541,415344.403,1,2019-02-01,8743,Illes Balears,2019,2,1
542,436816.193,1,2019-03-01,8743,Illes Balears,2019,3,1
543,446407.913,1,2019-04-01,8743,Illes Balears,2019,4,1
544,477010.374,1,2019-05-01,8743,Illes Balears,2019,5,1
545,539722.271,1,2019-06-01,8743,Illes Balears,2019,6,1
546,719464.877,1,2019-07-01,8743,Illes Balears,2019,7,1
547,705099.073,1,2019-08-01,8743,Illes Balears,2019,8,1
548,572623.989,1,2019-09-01,8743,Illes Balears,2019,9,1
549,490426.996,1,2019-10-01,8743,Illes Balears,2019,10,1
550,412701.696,1,2019-11-01,8743,Illes Balears,2019,11,1
551,421812.285,1,2019-12-01,8743,Illes Balears,2019,12,1
552,456464.05,1,2020-01-01,8743,Illes Balears,2020,1,1
553,403435.857,1,2020-02-01,8743,Illes Balears,2020,2,1
554,403832.751,1,2020-03-01,8743,Illes Balears,2020,3,1
555,321712.013,1,2020-04-01,8743,Illes Balears,2020,4,1
556,327175.074,1,2020-05-01,8743,Illes Balears,2020,5,1
557,360864.887,1,2020-06-01,8743,Illes Balears,2020,6,1
558,528918.585,1,2020-07-01,8743,Illes Balears,2020,7,1
559,566318.86,1,2020-08-01,8743,Illes Balears,2020,8,1
560,403465.241,1,2020-09-01,8743,Illes Balears,2020,9,1
561,368113.495,1,2020-10-01,8743,Illes Balears,2020,10,1
562,364441.335,1,2020-11-01,8743,Illes Balears,2020,11,1
563,436982.595,1,2020-12-01,8743,Illes Balears,2020,12,1
564,470923.625,1,2021-01-01,8743,Illes Balears,2021,1,1
565,361715.977,1,2021-02-01,8743,Illes Balears,2021,2,1
566,410107.525,1,2021-03-01,8743,Illes Balears,2021,3,1
567,378811.138,1,2021-04-01,8743,Illes Balears,2021,4,1
568,380442.847,1,2021-05-01,8743,Illes Balears,2021,5,1
569,459727.74,1,2021-06-01,8743,Illes Balears,2021,6,1
570,601270.435,1,2021-07-01,8743,Illes Balears,2021,7,1
571,632604.942,1,2021-08-01,8743,Illes Balears,2021,8,1
572,544052.918,1,2021-09-01,8743,Illes Balears,2021,9,1
573,444700.654,1,2021-10-01,8743,Illes Balears,2021,10,1
574,408606.143,1,2021-11-01,8743,Illes Balears,2021,11,1
575,435319.025,1,2021-12-01,8743,Illes Balears,2021,12,1
576,755349.344,1,2019-01-01,8742,Canarias,2019,1,1
577,678572.401,1,2019-02-01,8742,Canarias,2019,2,1
578,738613.341,1,2019-03-01,8742,Canarias,2019,3,1
579,701144.535,1,2019-04-01,8742,Canarias,2019,4,1
580,724435.551,1,2019-05-01,8742,Canarias,2019,5,1
581,714689.013,1,2019-06-01,8742,Canarias,2019,6,1
582,765155.245,1,2019-07-01,8742,Canarias,2019,7,1
583,788634.096,1,2019-08-01,8742,Canarias,2019,8,1
584,752661.657,1,2019-09-01,8742,Canarias,2019,9,1
585,773780.358,1,2019-10-01,8742,Canarias,2019,10,1
586,734424.275,1,2019-11-01,8742,Canarias,2019,11,1
587,747518.318,1,2019-12-01,8742,Canarias,2019,12,1
588,756953.464,1,2020-01-01,8742,Canarias,2020,1,1
589,705861.132,1,2020-02-01,8742,Canarias,2020,2,1
590,682194.297,1,2020-03-01,8742,Canarias,2020,3,1
591,548481.932,1,2020-04-01,8742,Canarias,2020,4,1
592,581117.603,1,2020-05-01,8742,Canarias,2020,5,1
593,602698.837,1,2020-06-01,8742,Canarias,2020,6,1
594,679184.288,1,2020-07-01,8742,Canarias,2020,7,1
595,712516.545,1,2020-08-01,8742,Canarias,2020,8,1
596,684875.592,1,2020-09-01,8742,Canarias,2020,9,1
597,674860.239,1,2020-10-01,8742,Canarias,2020,10,1
598,652336.766,1,2020-11-01,8742,Canarias,2020,11,1
599,665587.715,1,2020-12-01,8742,Canarias,2020,12,1
600,648143.584,1,2021-01-01,8742,Canarias,2021,1,1
601,576433.134,1,2021-02-01,8742,Canarias,2021,2,1
602,640601.157,1,2021-03-01,8742,Canarias,2021,3,1
603,615594.768,1,2021-04-01,8742,Canarias,2021,4,1
604,638221.977,1,2021-05-01,8742,Canarias,2021,5,1
605,637990.222,1,2021-06-01,8742,Canarias,2021,6,1
606,702057.86,1,2021-07-01,8742,Canarias,2021,7,1
607,728446.23,1,2021-08-01,8742,Canarias,2021,8,1
608,724325.74,1,2021-09-01,8742,Canarias,2021,9,1
609,734306.806,1,2021-10-01,8742,Canarias,2021,10,1
610,703556.805,1,2021-11-01,8742,Canarias,2021,11,1
611,719893.229,1,2021-12-01,8742,Canarias,2021,12,1
612,841665.36,1,2019-01-01,21,Región de Murcia,2019,1,1
613,722984.391,1,2019-02-01,21,Región de Murcia,2019,2,1
614,769206.22,1,2019-03-01,21,Región de Murcia,2019,3,1
615,717397.568,1,2019-04-01,21,Región de Murcia,2019,4,1
616,753933.437,1,2019-05-01,21,Región de Murcia,2019,5,1
617,781848.129,1,2019-06-01,21,Región de Murcia,2019,6,1
618,934973.704,1,2019-07-01,21,Región de Murcia,2019,7,1
619,891511.529,1,2019-08-01,21,Región de Murcia,2019,8,1
620,740195.578,1,2019-09-01,21,Región de Murcia,2019,9,1
621,748991.037,1,2019-10-01,21,Región de Murcia,2019,10,1
622,756543.658,1,2019-11-01,21,Región de Murcia,2019,11,1
623,777171.494,1,2019-12-01,21,Región de Murcia,2019,12,1
624,826921.959,1,2020-01-01,21,Región de Murcia,2020,1,1
625,710409.485,1,2020-02-01,21,Región de Murcia,2020,2,1
626,748455.972,1,2020-03-01,21,Región de Murcia,2020,3,1
627,630962.979,1,2020-04-01,21,Región de Murcia,2020,4,1
628,700712.044,1,2020-05-01,21,Región de Murcia,2020,5,1
629,751296.944,1,2020-06-01,21,Región de Murcia,2020,6,1
630,909611.101,1,2020-07-01,21,Región de Murcia,2020,7,1
631,904273.955,1,2020-08-01,21,Región de Murcia,2020,8,1
632,773862.263,1,2020-09-01,21,Región de Murcia,2020,9,1
633,737168.266,1,2020-10-01,21,Región de Murcia,2020,10,1
634,714052.423,1,2020-11-01,21,Región de Murcia,2020,11,1
635,796790.727,1,2020-12-01,21,Región de Murcia,2020,12,1
636,833740.735,1,2021-01-01,21,Región de Murcia,2021,1,1
637,704966.713,1,2021-02-01,21,Región de Murcia,2021,2,1
638,757147.666,1,2021-03-01,21,Región de Murcia,2021,3,1
639,706783.625,1,2021-04-01,21,Región de Murcia,2021,4,1
640,730774.566,1,2021-05-01,21,Región de Murcia,2021,5,1
641,757175.204,1,2021-06-01,21,Región de Murcia,2021,6,1
642,905457.514,1,2021-07-01,21,Región de Murcia,2021,7,1
643,901082.855,1,2021-08-01,21,Región de Murcia,2021,8,1
644,793300.95,1,2021-09-01,21,Región de Murcia,2021,9,1
645,707168.96,1,2021-10-01,21,Región de Murcia,2021,10,1
646,723781.406,1,2021-11-01,21,Región de Murcia,2021,11,1
647,781601.118,1,2021-12-01,21,Región de Murcia,2021,12,1
648,157569.432,1,2019-01-01,20,La Rioja,2019,1,1
649,137243.524,1,2019-02-01,20,La Rioja,2019,2,1
650,144513.078,1,2019-03-01,20,La Rioja,2019,3,1
651,133753.57,1,2019-04-01,20,La Rioja,2019,4,1
652,134904.534,1,2019-05-01,20,La Rioja,2019,5,1
653,133645.37,1,2019-06-01,20,La Rioja,2019,6,1
654,153082.682,1,2019-07-01,20,La Rioja,2019,7,1
655,134540.513,1,2019-08-01,20,La Rioja,2019,8,1
656,136656.05,1,2019-09-01,20,La Rioja,2019,9,1
657,148673.966,1,2019-10-01,20,La Rioja,2019,10,1
658,145490.168,1,2019-11-01,20,La Rioja,2019,11,1
659,141234.636,1,2019-12-01,20,La Rioja,2019,12,1
660,155709.587,1,2020-01-01,20,La Rioja,2020,1,1
661,139196.214,1,2020-02-01,20,La Rioja,2020,2,1
662,137102.562,1,2020-03-01,20,La Rioja,2020,3,1
663,111843.378,1,2020-04-01,20,La Rioja,2020,4,1
664,117782.567,1,2020-05-01,20,La Rioja,2020,5,1
665,121000.367,1,2020-06-01,20,La Rioja,2020,6,1
666,144053.936,1,2020-07-01,20,La Rioja,2020,7,1
667,133978.303,1,2020-08-01,20,La Rioja,2020,8,1
668,137621.254,1,2020-09-01,20,La Rioja,2020,9,1
669,141061.124,1,2020-10-01,20,La Rioja,2020,10,1
670,139104.195,1,2020-11-01,20,La Rioja,2020,11,1
671,141654.074,1,2020-12-01,20,La Rioja,2020,12,1
672,146298.76,1,2021-01-01,20,La Rioja,2021,1,1
673,129503.338,1,2021-02-01,20,La Rioja,2021,2,1
674,144652.408,1,2021-03-01,20,La Rioja,2021,3,1
675,129506.033,1,2021-04-01,20,La Rioja,2021,4,1
676,130651.022,1,2021-05-01,20,La Rioja,2021,5,1
677,128050.949,1,2021-06-01,20,La Rioja,2021,6,1
678,140864.511,1,2021-07-01,20,La Rioja,2021,7,1
679,130850.035,1,2021-08-01,20,La Rioja,2021,8,1
680,133323.629,1,2021-09-01,20,La Rioja,2021,9,1
681,135918.94,1,2021-10-01,20,La Rioja,2021,10,1
682,140846.25,1,2021-11-01,20,La Rioja,2021,11,1
683,141258.077,1,2021-12-01,20,La Rioja,2021,12,1
